ZONA_O,H_SAIDA,FE_VIA
Vila Buarque,0,468
Vila Buarque,2,280
Vila Buarque,4,98
Vila Buarque,5,605
Vila Buarque,6,4858
Vila Buarque,7,4205
Vila Buarque,8,4053
Vila Buarque,9,3278
Vila Buarque,10,4653
Vila Buarque,11,3624
Vila Buarque,12,19774
Vila Buarque,13,8771
Vila Buarque,14,6102
Vila Buarque,15,5840
Vila Buarque,16,5080
Vila Buarque,17,9127
Vila Buarque,18,8327
Vila Buarque,19,7735
Vila Buarque,20,2930
Vila Buarque,21,6017
Vila Buarque,22,9511
Vila Buarque,23,3694
Vila Califórnia,0,307
Vila Califórnia,3,520
Vila Califórnia,5,2096
Vila Califórnia,6,12409
Vila Califórnia,7,8789
Vila Califórnia,8,3608
Vila Califórnia,9,4846
Vila Califórnia,10,3496
Vila Califórnia,11,2805
Vila Califórnia,12,11006
Vila Califórnia,13,5457
Vila Califórnia,14,6378
Vila Califórnia,15,4456
Vila Califórnia,16,9169
Vila Califórnia,17,7674
Vila Califórnia,18,6747
Vila Califórnia,19,1698
Vila Califórnia,20,4366
Vila Califórnia,21,788
Vila Califórnia,22,2394
Vila Califórnia,23,965
Vila Campanela,5,1704
Vila Campanela,6,7031
Vila Campanela,7,4283
Vila Campanela,8,1443
Vila Campanela,9,2370
Vila Campanela,10,1084
Vila Campanela,11,1497
Vila Campanela,12,8536
Vila Campanela,13,3501
Vila Campanela,14,1185
Vila Campanela,15,1282
Vila Campanela,16,1895
Vila Campanela,17,5405
Vila Campanela,18,5112
Vila Campanela,19,2452
Vila Campanela,20,477
Vila Campanela,21,1462
Vila Campanela,22,1001
Vila Cardoso Franco,4,208
Vila Cardoso Franco,5,2431
Vila Cardoso Franco,6,10962
Vila Cardoso Franco,7,5814
Vila Cardoso Franco,8,3519
Vila Cardoso Franco,9,196
Vila Cardoso Franco,10,1282
Vila Cardoso Franco,11,3114
Vila Cardoso Franco,12,4733
Vila Cardoso Franco,13,3781
Vila Cardoso Franco,16,4412
Vila Cardoso Franco,17,4184
Vila Cardoso Franco,18,2967
Vila Cardoso Franco,19,368
Vila Cardoso Franco,20,762
Vila Carioca,4,694
Vila Carioca,5,1582
Vila Carioca,6,5807
Vila Carioca,7,5591
Vila Carioca,8,1677
Vila Carioca,9,702
Vila Carioca,10,1135
Vila Carioca,11,1044
Vila Carioca,12,5600
Vila Carioca,13,3291
Vila Carioca,14,2128
Vila Carioca,15,3789
Vila Carioca,16,3737
Vila Carioca,17,7512
Vila Carioca,18,2518
Vila Carioca,19,654
Vila Carioca,20,779
Vila Carioca,21,1529
Vila Carioca,22,2715
Vila Carioca,23,137
Vila Carmosina,0,180
Vila Carmosina,4,645
Vila Carmosina,5,1395
Vila Carmosina,6,10899
Vila Carmosina,7,6175
Vila Carmosina,8,2203
Vila Carmosina,9,3147
Vila Carmosina,10,2494
Vila Carmosina,11,6746
Vila Carmosina,12,13051
Vila Carmosina,13,3001
Vila Carmosina,14,2860
Vila Carmosina,15,2692
Vila Carmosina,16,2600
Vila Carmosina,17,5095
Vila Carmosina,18,8045
Vila Carmosina,19,3507
Vila Carmosina,20,914
Vila Carmosina,21,1269
Vila Carmosina,22,1048
Vila Carmosina,23,140
Vila Carrão,2,230
Vila Carrão,4,1959
Vila Carrão,5,2396
Vila Carrão,6,11769
Vila Carrão,7,6241
Vila Carrão,8,6478
Vila Carrão,9,2347
Vila Carrão,10,4272
Vila Carrão,11,658
Vila Carrão,12,10712
Vila Carrão,13,4688
Vila Carrão,14,2170
Vila Carrão,15,2741
Vila Carrão,16,3362
Vila Carrão,17,6487
Vila Carrão,18,7895
Vila Carrão,19,4243
Vila Carrão,20,774
Vila Carrão,21,299
Vila Carrão,22,647
Vila Carrão,23,741
Vila Clementino,0,1481
Vila Clementino,4,14
Vila Clementino,5,154
Vila Clementino,6,2970
Vila Clementino,7,3047
Vila Clementino,8,1811
Vila Clementino,9,1778
Vila Clementino,10,1948
Vila Clementino,11,7286
Vila Clementino,12,11014
Vila Clementino,13,8197
Vila Clementino,14,6137
Vila Clementino,15,6700
Vila Clementino,16,8048
Vila Clementino,17,10623
Vila Clementino,18,8281
Vila Clementino,19,4153
Vila Clementino,20,1806
Vila Clementino,21,1050
Vila Clementino,22,2891
Vila Clementino,23,511
Vila Conceição,1,750
Vila Conceição,4,311
Vila Conceição,5,1943
Vila Conceição,6,15656
Vila Conceição,7,13700
Vila Conceição,8,7028
Vila Conceição,9,3513
Vila Conceição,10,3014
Vila Conceição,11,4606
Vila Conceição,12,9437
Vila Conceição,13,5563
Vila Conceição,14,1139
Vila Conceição,15,1500
Vila Conceição,16,2873
Vila Conceição,17,8772
Vila Conceição,18,5792
Vila Conceição,19,887
Vila Conceição,20,2434
Vila Conceição,22,2486
Vila Conceição,23,703
Vila Cordeiro,0,132
Vila Cordeiro,3,36
Vila Cordeiro,4,132
Vila Cordeiro,6,1058
Vila Cordeiro,7,3021
Vila Cordeiro,8,3722
Vila Cordeiro,9,1397
Vila Cordeiro,10,1079
Vila Cordeiro,11,2137
Vila Cordeiro,12,6306
Vila Cordeiro,13,5152
Vila Cordeiro,14,1892
Vila Cordeiro,15,2566
Vila Cordeiro,16,3949
Vila Cordeiro,17,9049
Vila Cordeiro,18,9696
Vila Cordeiro,19,2873
Vila Cordeiro,20,2121
Vila Cordeiro,21,1000
Vila Cordeiro,22,3099
Vila Cordeiro,23,520
Vila Curuçá,0,1856
Vila Curuçá,4,2453
Vila Curuçá,5,1188
Vila Curuçá,6,20306
Vila Curuçá,7,10312
Vila Curuçá,8,2787
Vila Curuçá,9,8095
Vila Curuçá,10,2869
Vila Curuçá,11,2690
Vila Curuçá,12,15188
Vila Curuçá,13,9174
Vila Curuçá,14,4970
Vila Curuçá,15,2632
Vila Curuçá,16,8334
Vila Curuçá,17,20904
Vila Curuçá,18,9615
Vila Curuçá,19,6159
Vila Curuçá,20,3822
Vila Curuçá,21,893
Vila Curuçá,22,5199
Vila Curuçá,23,311
Vila Ema,4,2184
Vila Ema,5,1777
Vila Ema,6,11480
Vila Ema,7,7806
Vila Ema,8,3561
Vila Ema,9,2958
Vila Ema,10,787
Vila Ema,11,3442
Vila Ema,12,6113
Vila Ema,13,4055
Vila Ema,14,1959
Vila Ema,15,976
Vila Ema,16,2057
Vila Ema,17,2515
Vila Ema,18,4703
Vila Ema,19,2993
Vila Ema,22,809
Vila Esperança,1,699
Vila Esperança,4,346
Vila Esperança,5,705
Vila Esperança,6,5404
Vila Esperança,7,6274
Vila Esperança,8,1221
Vila Esperança,9,2353
Vila Esperança,10,1817
Vila Esperança,11,788
Vila Esperança,12,3294
Vila Esperança,13,3996
Vila Esperança,14,1591
Vila Esperança,15,2483
Vila Esperança,16,2313
Vila Esperança,17,7279
Vila Esperança,18,5448
Vila Esperança,19,1839
Vila Esperança,20,2164
Vila Esperança,21,452
Vila Esperança,22,2101
Vila Formosa,0,622
Vila Formosa,4,623
Vila Formosa,5,1198
Vila Formosa,6,16061
Vila Formosa,7,15966
Vila Formosa,8,7009
Vila Formosa,9,4628
Vila Formosa,10,4277
Vila Formosa,11,3147
Vila Formosa,12,9500
Vila Formosa,13,10412
Vila Formosa,14,3317
Vila Formosa,15,1740
Vila Formosa,16,1767
Vila Formosa,17,10480
Vila Formosa,18,9280
Vila Formosa,19,5945
Vila Formosa,20,249
Vila Formosa,21,1513
Vila Formosa,22,1086
Vila Formosa,23,1284
Vila Gerti,4,1485
Vila Gerti,5,836
Vila Gerti,6,8244
Vila Gerti,7,9202
Vila Gerti,8,5643
Vila Gerti,9,5254
Vila Gerti,10,4190
Vila Gerti,11,1785
Vila Gerti,12,16215
Vila Gerti,13,2099
Vila Gerti,14,2545
Vila Gerti,15,2941
Vila Gerti,16,5885
Vila Gerti,17,9930
Vila Gerti,18,2846
Vila Gerti,19,2806
Vila Gerti,20,1495
Vila Gerti,21,2360
Vila Gerti,22,6177
Vila Gerti,23,200
Vila Gilda,3,491
Vila Gilda,4,153
Vila Gilda,5,757
Vila Gilda,6,6964
Vila Gilda,7,6229
Vila Gilda,8,5646
Vila Gilda,9,156
Vila Gilda,10,821
Vila Gilda,11,509
Vila Gilda,12,3913
Vila Gilda,13,2756
Vila Gilda,14,1662
Vila Gilda,15,2789
Vila Gilda,16,4955
Vila Gilda,17,2810
Vila Gilda,18,3374
Vila Gilda,19,4328
Vila Gilda,20,613
Vila Gilda,21,56
Vila Guilherme,0,124
Vila Guilherme,4,141
Vila Guilherme,5,257
Vila Guilherme,6,1131
Vila Guilherme,7,1094
Vila Guilherme,8,1119
Vila Guilherme,9,978
Vila Guilherme,10,633
Vila Guilherme,11,1278
Vila Guilherme,12,2803
Vila Guilherme,13,1045
Vila Guilherme,14,690
Vila Guilherme,15,3874
Vila Guilherme,16,1473
Vila Guilherme,17,3174
Vila Guilherme,18,2909
Vila Guilherme,19,723
Vila Guilherme,20,724
Vila Guilherme,21,495
Vila Guilherme,22,853
Vila Guilherme,23,402
Vila Gumercindo,1,126
Vila Gumercindo,6,4323
Vila Gumercindo,7,4422
Vila Gumercindo,8,3049
Vila Gumercindo,9,731
Vila Gumercindo,10,1438
Vila Gumercindo,11,1264
Vila Gumercindo,12,3985
Vila Gumercindo,13,3481
Vila Gumercindo,14,383
Vila Gumercindo,15,2438
Vila Gumercindo,16,958
Vila Gumercindo,17,5962
Vila Gumercindo,18,4574
Vila Gumercindo,19,56
Vila Gumercindo,21,878
Vila Gumercindo,22,254
Vila Gumercindo,23,157
Vila Gustavo,1,997
Vila Gustavo,4,498
Vila Gustavo,5,2797
Vila Gustavo,6,4882
Vila Gustavo,7,10002
Vila Gustavo,8,7288
Vila Gustavo,9,6127
Vila Gustavo,10,5509
Vila Gustavo,11,3997
Vila Gustavo,12,14197
Vila Gustavo,13,3138
Vila Gustavo,14,3270
Vila Gustavo,15,3361
Vila Gustavo,16,4017
Vila Gustavo,17,10338
Vila Gustavo,18,8679
Vila Gustavo,19,1365
Vila Gustavo,20,4000
Vila Gustavo,21,887
Vila Gustavo,22,5169
Vila Gustavo,23,568
Vila Hamburguesa,0,58
Vila Hamburguesa,4,50
Vila Hamburguesa,5,436
Vila Hamburguesa,6,1915
Vila Hamburguesa,7,4318
Vila Hamburguesa,8,2292
Vila Hamburguesa,9,2175
Vila Hamburguesa,10,897
Vila Hamburguesa,11,382
Vila Hamburguesa,12,3935
Vila Hamburguesa,13,4655
Vila Hamburguesa,14,1142
Vila Hamburguesa,15,3217
Vila Hamburguesa,16,5329
Vila Hamburguesa,17,3723
Vila Hamburguesa,18,4945
Vila Hamburguesa,19,2085
Vila Hamburguesa,20,1157
Vila Hamburguesa,21,1758
Vila Hamburguesa,22,2780
Vila Hamburguesa,23,458
Vila Helena,0,116
Vila Helena,1,14
Vila Helena,6,2706
Vila Helena,7,8350
Vila Helena,8,4389
Vila Helena,9,2833
Vila Helena,10,1445
Vila Helena,11,2108
Vila Helena,12,8804
Vila Helena,13,4620
Vila Helena,14,1906
Vila Helena,15,3531
Vila Helena,16,5853
Vila Helena,17,6802
Vila Helena,18,6606
Vila Helena,19,1201
Vila Helena,20,1368
Vila Helena,21,1686
Vila Helena,22,2912
Vila Helena,23,1081
Vila Heliópolis,1,110
Vila Heliópolis,3,447
Vila Heliópolis,4,1383
Vila Heliópolis,5,2586
Vila Heliópolis,6,17749
Vila Heliópolis,7,17233
Vila Heliópolis,8,5720
Vila Heliópolis,9,2843
Vila Heliópolis,10,2388
Vila Heliópolis,11,4211
Vila Heliópolis,12,11592
Vila Heliópolis,13,4442
Vila Heliópolis,14,4270
Vila Heliópolis,15,3260
Vila Heliópolis,16,8380
Vila Heliópolis,17,9221
Vila Heliópolis,18,5336
Vila Heliópolis,19,6551
Vila Heliópolis,20,749
Vila Heliópolis,21,674
Vila Heliópolis,22,957
Vila Heliópolis,23,930
Vila Independência,5,377
Vila Independência,6,2737
Vila Independência,7,3020
Vila Independência,8,1016
Vila Independência,9,608
Vila Independência,10,672
Vila Independência,11,833
Vila Independência,12,3643
Vila Independência,13,1329
Vila Independência,14,1105
Vila Independência,15,1246
Vila Independência,16,1388
Vila Independência,17,3928
Vila Independência,18,4892
Vila Independência,19,905
Vila Independência,20,373
Vila Independência,21,827
Vila Independência,22,972
Vila Independência,23,211
Vila Ipojuca,3,50
Vila Ipojuca,4,328
Vila Ipojuca,5,261
Vila Ipojuca,6,4096
Vila Ipojuca,7,5498
Vila Ipojuca,8,3318
Vila Ipojuca,9,1731
Vila Ipojuca,10,2218
Vila Ipojuca,11,2100
Vila Ipojuca,12,4470
Vila Ipojuca,13,3919
Vila Ipojuca,14,1838
Vila Ipojuca,15,969
Vila Ipojuca,16,1850
Vila Ipojuca,17,3137
Vila Ipojuca,18,4673
Vila Ipojuca,19,1855
Vila Ipojuca,20,1134
Vila Ipojuca,21,3106
Vila Ipojuca,22,671
Vila Ipojuca,23,320
Vila Isolina Mazzei,1,205
Vila Isolina Mazzei,5,3029
Vila Isolina Mazzei,6,11985
Vila Isolina Mazzei,7,11051
Vila Isolina Mazzei,8,6618
Vila Isolina Mazzei,9,2127
Vila Isolina Mazzei,10,3114
Vila Isolina Mazzei,11,3081
Vila Isolina Mazzei,12,12991
Vila Isolina Mazzei,13,6218
Vila Isolina Mazzei,14,4328
Vila Isolina Mazzei,15,2453
Vila Isolina Mazzei,16,2677
Vila Isolina Mazzei,17,9426
Vila Isolina Mazzei,18,6913
Vila Isolina Mazzei,19,4776
Vila Isolina Mazzei,20,2228
Vila Isolina Mazzei,21,1351
Vila Isolina Mazzei,22,797
Vila Isolina Mazzei,23,1202
Vila Jacuí,5,470
Vila Jacuí,6,7051
Vila Jacuí,7,4214
Vila Jacuí,8,2059
Vila Jacuí,9,3093
Vila Jacuí,10,2274
Vila Jacuí,11,4640
Vila Jacuí,12,10256
Vila Jacuí,13,3896
Vila Jacuí,14,1547
Vila Jacuí,15,1558
Vila Jacuí,16,4886
Vila Jacuí,17,6404
Vila Jacuí,18,4821
Vila Jacuí,19,2612
Vila Jacuí,20,569
Vila Jacuí,21,3221
Vila Jacuí,22,10097
Vila Jacuí,23,3282
Vila Jaguara,5,2202
Vila Jaguara,6,5896
Vila Jaguara,7,5069
Vila Jaguara,8,3221
Vila Jaguara,9,817
Vila Jaguara,10,1442
Vila Jaguara,11,2449
Vila Jaguara,12,4342
Vila Jaguara,13,3141
Vila Jaguara,14,2590
Vila Jaguara,15,2106
Vila Jaguara,16,1820
Vila Jaguara,17,8817
Vila Jaguara,18,6439
Vila Jaguara,19,1377
Vila Jaguara,20,573
Vila Jaguara,21,434
Vila Jaguara,22,3812
Vila Jaguara,23,998
Vila Leopoldina,0,329
Vila Leopoldina,5,207
Vila Leopoldina,6,3443
Vila Leopoldina,7,5043
Vila Leopoldina,8,1259
Vila Leopoldina,9,1650
Vila Leopoldina,10,956
Vila Leopoldina,11,744
Vila Leopoldina,12,3436
Vila Leopoldina,13,4800
Vila Leopoldina,14,1649
Vila Leopoldina,15,2854
Vila Leopoldina,16,8102
Vila Leopoldina,17,4089
Vila Leopoldina,18,3725
Vila Leopoldina,19,2765
Vila Leopoldina,20,854
Vila Leopoldina,21,31
Vila Leopoldina,22,4265
Vila Leopoldina,23,66
Vila Lucinda,4,232
Vila Lucinda,5,547
Vila Lucinda,6,13455
Vila Lucinda,7,11930
Vila Lucinda,8,4545
Vila Lucinda,9,2146
Vila Lucinda,10,5397
Vila Lucinda,11,4671
Vila Lucinda,12,14168
Vila Lucinda,13,4167
Vila Lucinda,14,428
Vila Lucinda,15,3613
Vila Lucinda,16,2341
Vila Lucinda,17,9849
Vila Lucinda,18,9479
Vila Lucinda,19,2597
Vila Lucinda,21,336
Vila Lucinda,22,1096
Vila Madalena,0,506
Vila Madalena,1,63
Vila Madalena,2,324
Vila Madalena,3,237
Vila Madalena,5,1403
Vila Madalena,6,2521
Vila Madalena,7,7350
Vila Madalena,8,4480
Vila Madalena,9,2727
Vila Madalena,10,2105
Vila Madalena,11,3760
Vila Madalena,12,8725
Vila Madalena,13,8169
Vila Madalena,14,3440
Vila Madalena,15,4873
Vila Madalena,16,8085
Vila Madalena,17,5875
Vila Madalena,18,10396
Vila Madalena,19,2043
Vila Madalena,20,4021
Vila Madalena,21,3154
Vila Madalena,22,2045
Vila Madalena,23,3854
Vila Maria,2,38
Vila Maria,3,53
Vila Maria,5,670
Vila Maria,6,2801
Vila Maria,7,4575
Vila Maria,8,1251
Vila Maria,9,1520
Vila Maria,10,976
Vila Maria,11,4675
Vila Maria,12,7287
Vila Maria,13,1929
Vila Maria,14,2192
Vila Maria,15,2523
Vila Maria,16,3510
Vila Maria,17,12639
Vila Maria,18,7896
Vila Maria,19,426
Vila Maria,20,368
Vila Maria,21,534
Vila Maria,22,10742
Vila Maria,23,1657
Vila Mariana,0,537
Vila Mariana,6,1397
Vila Mariana,7,2154
Vila Mariana,8,971
Vila Mariana,9,2064
Vila Mariana,10,1389
Vila Mariana,11,2057
Vila Mariana,12,1939
Vila Mariana,13,3819
Vila Mariana,14,1240
Vila Mariana,15,2589
Vila Mariana,16,3027
Vila Mariana,17,5187
Vila Mariana,18,2582
Vila Mariana,19,2177
Vila Mariana,20,807
Vila Mariana,21,1653
Vila Mariana,22,6148
Vila Mariana,23,240
Vila Matilde,5,843
Vila Matilde,6,11713
Vila Matilde,7,8320
Vila Matilde,8,2794
Vila Matilde,9,878
Vila Matilde,10,580
Vila Matilde,11,2711
Vila Matilde,12,12311
Vila Matilde,13,4635
Vila Matilde,14,1907
Vila Matilde,15,3137
Vila Matilde,16,5150
Vila Matilde,17,4938
Vila Matilde,18,7288
Vila Matilde,19,1933
Vila Matilde,20,1036
Vila Matilde,21,1262
Vila Matilde,22,1281
Vila Matilde,23,766
Vila Medeiros,5,3617
Vila Medeiros,6,17271
Vila Medeiros,7,5710
Vila Medeiros,8,1214
Vila Medeiros,9,4149
Vila Medeiros,10,3660
Vila Medeiros,11,1213
Vila Medeiros,12,11475
Vila Medeiros,13,1332
Vila Medeiros,14,109
Vila Medeiros,15,4353
Vila Medeiros,16,4278
Vila Medeiros,17,6644
Vila Medeiros,18,4147
Vila Medeiros,19,2953
Vila Medeiros,20,1352
Vila Medeiros,21,411
Vila Medeiros,22,132
Vila Medeiros,23,882
Vila Miranda,0,390
Vila Miranda,2,556
Vila Miranda,5,409
Vila Miranda,6,3668
Vila Miranda,7,2600
Vila Miranda,8,2928
Vila Miranda,9,1234
Vila Miranda,10,3492
Vila Miranda,11,7415
Vila Miranda,12,16165
Vila Miranda,13,8497
Vila Miranda,14,7581
Vila Miranda,15,6480
Vila Miranda,16,8028
Vila Miranda,17,9664
Vila Miranda,18,9581
Vila Miranda,19,1894
Vila Miranda,20,1354
Vila Miranda,21,2869
Vila Miranda,22,29323
Vila Miranda,23,7246
Vila Missionária,5,3260
Vila Missionária,6,15444
Vila Missionária,7,12801
Vila Missionária,8,6280
Vila Missionária,9,3845
Vila Missionária,10,4826
Vila Missionária,11,4823
Vila Missionária,12,14592
Vila Missionária,13,9360
Vila Missionária,14,2268
Vila Missionária,15,2118
Vila Missionária,16,2953
Vila Missionária,17,5190
Vila Missionária,18,6855
Vila Missionária,19,3367
Vila Missionária,20,1415
Vila Missionária,21,984
Vila Missionária,22,1150
Vila Missionária,23,490
Vila Monumento,5,504
Vila Monumento,6,2737
Vila Monumento,7,3982
Vila Monumento,8,3637
Vila Monumento,9,1687
Vila Monumento,10,2372
Vila Monumento,11,1558
Vila Monumento,12,6867
Vila Monumento,13,3903
Vila Monumento,14,2000
Vila Monumento,15,3420
Vila Monumento,16,4695
Vila Monumento,17,7142
Vila Monumento,18,6037
Vila Monumento,19,1566
Vila Monumento,20,466
Vila Monumento,21,2865
Vila Monumento,22,493
Vila Monumento,23,26
Vila Morro Grande,4,1079
Vila Morro Grande,5,2532
Vila Morro Grande,6,7009
Vila Morro Grande,7,8787
Vila Morro Grande,8,9364
Vila Morro Grande,9,1532
Vila Morro Grande,10,873
Vila Morro Grande,11,2537
Vila Morro Grande,12,9406
Vila Morro Grande,13,4685
Vila Morro Grande,14,4333
Vila Morro Grande,15,991
Vila Morro Grande,16,4525
Vila Morro Grande,17,6990
Vila Morro Grande,18,9646
Vila Morro Grande,19,1985
Vila Morro Grande,20,1950
Vila Morro Grande,21,660
Vila Morro Grande,22,1253
Vila Natal,2,442
Vila Natal,4,2351
Vila Natal,5,3554
Vila Natal,6,13014
Vila Natal,7,11508
Vila Natal,8,3637
Vila Natal,9,4069
Vila Natal,10,2330
Vila Natal,11,6330
Vila Natal,12,17518
Vila Natal,13,4873
Vila Natal,14,2583
Vila Natal,15,687
Vila Natal,16,3173
Vila Natal,17,7229
Vila Natal,18,8421
Vila Natal,19,4779
Vila Natal,20,2506
Vila Natal,22,1106
Vila Natal,23,349
Vila Nova Conceição,1,168
Vila Nova Conceição,5,83
Vila Nova Conceição,6,1807
Vila Nova Conceição,7,2843
Vila Nova Conceição,8,2090
Vila Nova Conceição,9,1142
Vila Nova Conceição,10,1469
Vila Nova Conceição,11,1844
Vila Nova Conceição,12,3151
Vila Nova Conceição,13,1771
Vila Nova Conceição,14,2200
Vila Nova Conceição,15,1264
Vila Nova Conceição,16,1912
Vila Nova Conceição,17,2830
Vila Nova Conceição,18,4566
Vila Nova Conceição,19,412
Vila Nova Conceição,20,1422
Vila Nova Conceição,21,548
Vila Nova Conceição,22,692
Vila Nova Conceição,23,492
Vila Oliveira,0,224
Vila Oliveira,4,814
Vila Oliveira,5,1251
Vila Oliveira,6,5012
Vila Oliveira,7,8348
Vila Oliveira,8,3330
Vila Oliveira,9,1683
Vila Oliveira,10,2437
Vila Oliveira,11,4654
Vila Oliveira,12,11492
Vila Oliveira,13,3911
Vila Oliveira,14,3155
Vila Oliveira,15,4330
Vila Oliveira,16,5829
Vila Oliveira,17,11864
Vila Oliveira,18,9116
Vila Oliveira,19,2703
Vila Oliveira,20,3704
Vila Oliveira,21,1304
Vila Oliveira,22,6046
Vila Oliveira,23,1319
Vila Olímpia,0,176
Vila Olímpia,1,686
Vila Olímpia,5,73
Vila Olímpia,6,2128
Vila Olímpia,7,2807
Vila Olímpia,8,2547
Vila Olímpia,9,1103
Vila Olímpia,10,1704
Vila Olímpia,11,683
Vila Olímpia,12,7035
Vila Olímpia,13,6622
Vila Olímpia,14,3965
Vila Olímpia,15,3240
Vila Olímpia,16,2589
Vila Olímpia,17,4101
Vila Olímpia,18,10895
Vila Olímpia,19,2924
Vila Olímpia,20,2601
Vila Olímpia,21,1733
Vila Olímpia,22,1473
Vila Olímpia,23,1640
Vila Rosália,4,671
Vila Rosália,5,1703
Vila Rosália,6,14031
Vila Rosália,7,10051
Vila Rosália,8,3446
Vila Rosália,9,1823
Vila Rosália,10,2473
Vila Rosália,11,8967
Vila Rosália,12,10933
Vila Rosália,13,9273
Vila Rosália,14,5231
Vila Rosália,15,4568
Vila Rosália,16,6264
Vila Rosália,17,8782
Vila Rosália,18,15600
Vila Rosália,19,3615
Vila Rosália,20,641
Vila Rosália,21,1186
Vila Rosália,22,2746
Vila Rosália,23,2849
Vila Ré,0,412
Vila Ré,1,42
Vila Ré,4,272
Vila Ré,5,2221
Vila Ré,6,6145
Vila Ré,7,4353
Vila Ré,8,2424
Vila Ré,9,2510
Vila Ré,10,739
Vila Ré,11,3041
Vila Ré,12,3660
Vila Ré,13,3296
Vila Ré,14,1930
Vila Ré,15,2036
Vila Ré,16,1672
Vila Ré,17,2552
Vila Ré,18,3460
Vila Ré,19,941
Vila Ré,20,1512
Vila Ré,21,349
Vila Ré,22,1722
Vila Ré,23,272
Vila Sabará,4,32
Vila Sabará,5,544
Vila Sabará,6,2334
Vila Sabará,7,2248
Vila Sabará,8,1966
Vila Sabará,9,399
Vila Sabará,10,663
Vila Sabará,11,123
Vila Sabará,12,1806
Vila Sabará,13,714
Vila Sabará,14,300
Vila Sabará,15,387
Vila Sabará,16,909
Vila Sabará,17,1382
Vila Sabará,18,1640
Vila Sabará,19,1640
Vila Sabará,20,981
Vila Sabará,21,714
Vila Sabará,22,421
Vila Santa Catarina,2,58
Vila Santa Catarina,5,1855
Vila Santa Catarina,6,17104
Vila Santa Catarina,7,12275
Vila Santa Catarina,8,8357
Vila Santa Catarina,9,2846
Vila Santa Catarina,10,5361
Vila Santa Catarina,11,6352
Vila Santa Catarina,12,15909
Vila Santa Catarina,13,5064
Vila Santa Catarina,14,3284
Vila Santa Catarina,15,3743
Vila Santa Catarina,16,4550
Vila Santa Catarina,17,9991
Vila Santa Catarina,18,11243
Vila Santa Catarina,19,6205
Vila Santa Catarina,20,1671
Vila Santa Catarina,21,995
Vila Santa Catarina,22,1578
Vila Santa Maria,0,65
Vila Santa Maria,2,174
Vila Santa Maria,5,3331
Vila Santa Maria,6,13212
Vila Santa Maria,7,11694
Vila Santa Maria,8,4529
Vila Santa Maria,9,3694
Vila Santa Maria,10,1893
Vila Santa Maria,11,3237
Vila Santa Maria,12,14267
Vila Santa Maria,13,9935
Vila Santa Maria,14,2003
Vila Santa Maria,15,1778
Vila Santa Maria,16,3051
Vila Santa Maria,17,7650
Vila Santa Maria,18,6919
Vila Santa Maria,19,1178
Vila Santa Maria,20,427
Vila Santa Maria,21,876
Vila Santa Maria,22,892
Vila Santa Maria,23,48
Vila Socorro,4,187
Vila Socorro,5,808
Vila Socorro,6,2450
Vila Socorro,7,1634
Vila Socorro,8,1187
Vila Socorro,9,1343
Vila Socorro,10,1293
Vila Socorro,11,4109
Vila Socorro,12,3513
Vila Socorro,13,3040
Vila Socorro,14,2816
Vila Socorro,15,2940
Vila Socorro,16,3498
Vila Socorro,17,5860
Vila Socorro,18,5320
Vila Socorro,19,3454
Vila Socorro,20,1490
Vila Socorro,21,379
Vila Socorro,22,3440
Vila Socorro,23,2101
Vila Souza,4,364
Vila Souza,5,3045
Vila Souza,6,8991
Vila Souza,7,8964
Vila Souza,8,2455
Vila Souza,9,3948
Vila Souza,10,4824
Vila Souza,11,3888
Vila Souza,12,9403
Vila Souza,13,4358
Vila Souza,14,2503
Vila Souza,15,2135
Vila Souza,16,4231
Vila Souza,17,8109
Vila Souza,18,3719
Vila Souza,19,757
Vila Souza,20,334
Vila Souza,21,364
Vila Suzana,4,77
Vila Suzana,5,77
Vila Suzana,6,11264
Vila Suzana,7,6967
